0,0,64
64,69,1
65,71,1
66,72,1
67,74,1
68,76,2
70,81,2
72,80,2
74,76,2
76,71,2
78,74,2
80,73,2
82,69,2
84,79,6
90,78,1
91,76,1
92,78,2
94,74,2
96,71,2
98,74,2
100,77,2
102,69,2
104,68,2
106,76,2
108,69,2
110,74,2
112,72,4
116,71,4
120,69,1
121,68,1
122,69,1
123,71,1
124,72,1
125,74,1
126,76,1
127,77,1
128,79,2
130,67,2
132,79,6
138,76,2
140,69,2
142,79,2
144,77,1
145,76,1
146,74,1
147,76,1
148,77,1
149,76,1
150,77,1
151,79,1
152,81,9
161,79,1
162,78,1
163,76,1
164,78,1
165,74,1
166,76,1
167,78,1
168,79,9
177,77,1
178,76,1
179,77,1
180,79,1
181,81,1
182,82,1
183,79,1
184,81,1
185,82,1
186,81,1
187,79,1
188,77,1
189,76,1
190,74,1
191,73,1
192,74,2
194,86,4
198,85,2
200,86,6
206,77,2
208,76,2
210,81,2
212,69,6
218,74,1
219,76,1
220,78,1
221,79,1
222,81,1
223,78,1
224,79,2
226,74,1
227,72,1
228,74,1
229,71,1
230,72,1
231,74,1
232,67,2
234,72,2
236,79,6
242,78,1
243,79,1
244,81,2
246,72,4
250,70,1
251,72,1
252,74,2
254,81,4
258,79,4
262,77,4
266,76,1
267,74,1
268,73,1
269,74,1
270,71,1
271,73,1
272,74,1
273,76,1
274,77,1
275,79,1
276,81,2
278,86,2
280,85,2
282,81,2
284,76,2
286,79,2
288,78,2
290,74,2
292,84,6
298,83,1
299,81,1
300,83,2
302,79,2
304,76,2
306,79,2
308,82,2
310,74,2
312,73,2
314,81,2
316,74,2
318,79,2
320,77,4
324,76,4
328,74,2
330,72,1
331,70,1
332,69,1
333,67,1
334,65,1
335,64,1
336,65,2
338,81,2
340,64,2
342,79,2
344,62,1
345,79,1
346,77,1
347,76,1
348,74,1
349,72,1
350,70,1
351,69,1
352,70,2
354,86,2
356,69,2
358,84,2
360,67,1
361,84,1
362,82,1
363,81,1
364,79,1
365,77,1
366,76,1
367,74,1
368,76,1
369,82,1
370,81,1
371,79,1
372,81,1
373,76,1
374,74,1
375,73,1
376,74,1
377,81,1
378,79,1
379,77,1
380,79,1
381,74,1
382,73,1
383,71,1
384,73,1
385,79,1
386,77,1
387,76,1
388,77,1
389,76,1
390,74,1
391,77,1
392,76,1
393,74,1
394,73,1
395,71,1
396,69,5
401,65,1
402,62,1
403,65,1
404,67,1
405,64,1
406,61,1
407,64,1
408,65,2
410,62,2
412,74,5
417,70,1
418,67,1
419,70,1
420,72,1
421,69,1
422,66,1
423,69,1
424,70,2
426,67,2
428,82,5
433,67,1
434,65,1
435,64,1
436,65,2
438,81,3
441,65,1
442,64,1
443,62,1
444,64,2
446,79,3
449,64,1
450,62,1
451,61,1
452,62,2
454,74,3
457,77,1
458,76,1
459,74,1
460,76,1
461,79,1
462,77,1
463,76,1
464,77,1
465,69,1
466,71,1
467,73,1
468,74,1
469,76,1
470,77,1
471,74,1
472,67,1
473,74,1
474,77,3
477,74,1
478,71,1
479,67,1
480,76,1
481,67,1
482,69,1
483,71,1
484,72,1
485,74,1
486,76,1
487,72,1
488,65,1
489,72,1
490,75,3
493,72,1
494,69,1
495,65,1
496,74,2
498,77,2
500,79,2
502,74,2
504,76,2
506,79,2
508,81,2
510,76,2
512,77,1
513,79,1
514,77,1
515,76,1
516,74,1
517,72,1
518,70,1
519,69,1
520,67,1
521,81,1
522,79,1
523,77,1
524,76,1
525,74,1
526,72,1
527,70,1
528,69,2
530,77,1
531,79,1
532,81,2
534,65,3
537,64,1
538,62,1
539,60,1
540,59,2
542,71,4
546,76,1
547,77,1
548,79,2
550,64,3
553,62,1
554,61,1
555,59,1
