0,62,1
1,64,1
2,65,1
3,67,1
4,69,2
6,74,2
8,73,2
10,69,2
12,64,2
14,67,2
16,66,2
18,62,2
20,72,6
26,71,1
27,69,1
28,71,2
30,67,2
32,64,2
34,67,2
36,70,2
38,62,2
40,61,2
42,69,2
44,62,2
46,67,2
48,65,4
52,64,4
56,62,1
57,61,1
58,62,1
59,64,1
60,66,1
61,68,1
62,69,1
63,71,1
64,72,1
65,71,1
66,69,1
67,71,1
68,72,1
69,71,1
70,72,1
71,74,1
72,76,9
81,74,1
82,73,1
83,71,1
84,73,1
85,69,1
86,71,1
87,73,1
88,74,9
97,72,1
98,71,1
99,72,1
100,74,1
101,76,1
102,77,1
103,74,1
104,76,1
105,77,1
106,76,1
107,74,1
108,72,1
109,71,1
110,69,1
111,68,1
112,69,2
114,81,4
118,80,2
120,81,2
122,69,1
123,68,1
124,69,1
125,71,1
126,72,1
127,69,1
128,71,1
129,69,1
130,71,1
131,72,1
132,71,1
133,73,1
134,74,1
135,71,1
136,73,1
137,71,1
138,73,1
139,74,1
140,73,1
141,74,1
142,76,1
143,73,1
144,74,2
146,81,4
150,77,2
152,76,1
153,74,1
154,73,1
155,71,1
156,73,1
157,69,1
158,71,1
159,73,1
160,74,9
169,72,1
170,74,1
171,76,1
172,74,1
173,77,1
174,76,1
175,74,1
176,76,9
185,74,1
186,73,1
187,71,1
188,69,1
189,67,1
190,65,1
191,64,1
192,62,1
193,72,1
194,70,1
195,69,1
196,67,1
197,65,1
198,64,1
199,67,1
200,65,2
202,62,2
204,69,5
209,71,1
210,73,1
211,74,1
212,76,2
214,79,2
216,78,2
218,74,2
220,69,2
222,72,2
224,71,2
226,67,2
228,77,6
234,76,1
235,74,1
236,76,2
238,72,2
240,69,2
242,72,2
244,75,2
246,67,2
248,66,2
250,74,2
252,67,2
254,72,2
256,70,4
260,69,4
264,67,6
270,64,2
272,69,9
281,68,1
282,69,1
283,71,1
284,73,1
285,74,1
286,76,1
287,73,1
288,74,1
289,70,1
290,69,1
291,67,1
292,69,1
293,66,1
294,67,1
295,69,1
296,62,2
298,67,2
300,74,6
306,73,1
307,74,1
308,76,1
309,77,1
310,79,3
313,76,1
314,77,1
315,79,1
316,81,2
318,76,4
322,74,4
326,73,2
328,74,4
332,0,65
397,67,1
398,65,1
399,64,1
400,65,2
402,81,2
404,64,2
406,79,2
408,62,1
409,79,1
410,77,1
411,76,1
412,74,1
413,72,1
414,70,1
415,69,1
416,70,2
418,86,2
420,69,2
422,84,2
424,67,1
425,84,1
426,82,1
427,81,1
428,79,1
429,77,1
430,76,1
431,74,1
432,76,1
433,82,1
434,81,1
435,79,1
436,81,1
437,76,1
438,74,1
439,73,1
440,74,1
441,81,1
442,79,1
443,77,1
444,79,1
445,74,1
446,73,1
447,71,1
448,73,1
449,79,1
450,77,1
451,76,1
452,77,1
453,76,1
454,74,1
455,77,1
456,76,1
457,74,1
458,73,1
459,71,1
460,69,6
466,74,1
467,76,1
468,77,2
470,62,3
473,60,1
474,59,1
475,57,1
476,59,2
478,67,4
482,72,1
483,74,1
484,76,2
486,60,3
489,58,1
490,57,1
491,55,1
492,57,2
494,65,3
497,67,1
498,65,1
499,64,1
500,62,1
501,60,1
502,59,1
503,57,1
504,55,1
505,69,1
506,67,1
507,65,1
508,64,1
509,62,1
510,61,1
511,59,1
512,57,2
514,69,2
516,70,2
518,65,2
